transaction_amount,merchant_category,customer_region,transaction_type,card_present,hour_of_day,device_type,previous_fraud_flag,transaction_datetime,day_of_week,is_weekend,device_id,is_fraud
1471.05,Restaurants,Western Cape,ATM Withdrawal,1,19,Windows,1,2023-01-13 23:33:00,Friday,0,WIN_10020,0
205.19,Restaurants,Gauteng,ATM Withdrawal,0,14,iPhone,0,2023-01-02 21:35:00,Monday,0,IPH_90253,0
1286.42,Groceries,Western Cape,Online,0,13,iPhone,0,2023-01-12 06:35:00,Thursday,0,IPH_19664,0
4089.63,Clothing,Limpopo,EFT,1,7,Unknown,0,2023-01-30 01:23:00,Monday,0,UNK_76635,0
2961.54,Online Store,KwaZulu-Natal,POS,1,9,iPhone,0,2023-01-09 05:32:00,Monday,0,IPH_33225,0
6250.85,Online Store,Mpumalanga,EFT,1,8,Unknown,0,2023-01-28 00:52:00,Saturday,1,UNK_78173,1
5725.76,Fuel,KwaZulu-Natal,POS,0,16,Android,0,2023-01-23 03:37:00,Monday,0,AND_95333,0
2405.89,Fuel,Limpopo,Online,0,8,Android,0,2023-01-08 00:23:00,Sunday,1,AND_50225,0
1830.78,Clothing,KwaZulu-Natal,POS,1,2,Windows,0,2023-01-11 08:43:00,Wednesday,0,WIN_20807,0
2670.25,Fuel,Mpumalanga,POS,1,10,Unknown,0,2023-01-20 02:46:00,Friday,0,UNK_93274,0
4140.26,Online Store,Eastern Cape,Online,1,11,Windows,0,2023-01-17 05:32:00,Tuesday,0,WIN_16402,0
1891.08,Electronics,Western Cape,EFT,0,9,Windows,0,2023-01-30 16:38:00,Monday,0,WIN_14521,0
4376.56,Restaurants,Mpumalanga,Online,1,16,Android,0,2023-01-29 01:48:00,Sunday,1,AND_73165,0
2877.69,Electronics,Gauteng,POS,1,16,Windows,0,2023-01-23 03:03:00,Monday,0,WIN_18382,0
3873.29,Electronics,Limpopo,Online,1,10,iPhone,0,2023-02-01 10:15:00,Wednesday,0,IPH_25065,0
3064.16,Online Store,Eastern Cape,POS,0,21,Windows,0,2023-01-22 17:30:00,Sunday,1,WIN_95470,0
2075.37,Electronics,Gauteng,Online,1,3,Unknown,0,2023-02-06 19:55:00,Monday,0,UNK_24425,0
6640.2,Clothing,Gauteng,ATM Withdrawal,1,6,iPhone,0,2023-01-09 19:09:00,Monday,0,IPH_23111,0
5349.97,Groceries,Limpopo,ATM Withdrawal,1,20,Android,0,2023-01-28 11:56:00,Saturday,1,AND_50799,0
997.99,Fuel,Eastern Cape,Online,1,13,Unknown,0,2023-01-15 13:37:00,Sunday,1,UNK_63257,0
6081.91,Groceries,Gauteng,EFT,1,6,iPhone,0,2023-01-12 03:42:00,Thursday,0,IPH_71177,0
3422.27,Restaurants,Gauteng,POS,1,23,Unknown,0,2023-01-08 10:43:00,Sunday,1,UNK_91046,0
6263.97,Fuel,Eastern Cape,ATM Withdrawal,1,7,iPhone,0,2023-01-22 12:17:00,Sunday,1,IPH_47851,0
5602.99,Electronics,KwaZulu-Natal,EFT,0,0,Unknown,1,2023-01-09 18:56:00,Monday,0,UNK_18816,0
2987.99,Restaurants,Gauteng,POS,0,23,Unknown,0,2023-01-09 05:26:00,Monday,0,UNK_87853,0
176.84,Fuel,Western Cape,ATM Withdrawal,0,21,iPhone,1,2023-02-08 04:23:00,Wednesday,0,IPH_12175,0
1895.37,Clothing,Eastern Cape,ATM Withdrawal,1,3,Android,0,2023-02-01 01:28:00,Wednesday,0,AND_21341,0
3800.61,Clothing,Gauteng,Online,1,11,Android,0,2023-01-30 01:32:00,Monday,0,AND_73908,0
4441.68,Clothing,Limpopo,POS,1,23,Unknown,0,2023-01-31 20:04:00,Tuesday,0,UNK_35654,0
1820.06,Clothing,Mpumalanga,EFT,0,2,Unknown,0,2023-02-07 12:36:00,Tuesday,0,UNK_70895,0
992.71,Electronics,Western Cape,EFT,0,12,Android,0,2023-01-23 11:45:00,Monday,0,AND_69696,0
5847.81,Groceries,Mpumalanga,EFT,1,19,Android,0,2023-01-10 01:08:00,Tuesday,0,AND_67889,0
6891.13,Fuel,Mpumalanga,POS,1,5,Windows,0,2023-02-03 13:43:00,Friday,0,WIN_97144,0
3689.32,Electronics,Gauteng,EFT,0,10,Android,0,2023-01-30 00:58:00,Monday,0,AND_93115,0
1218.32,Clothing,Western Cape,EFT,1,22,Unknown,0,2023-01-17 12:04:00,Tuesday,0,UNK_40194,0
1920.71,Groceries,Western Cape,EFT,0,3,iPhone,0,2023-01-19 18:59:00,Thursday,0,IPH_44837,0
148.37,Restaurants,KwaZulu-Natal,Online,0,19,Android,0,2023-01-17 10:07:00,Tuesday,0,AND_78894,0
6401.81,Restaurants,Mpumalanga,Online,1,15,Windows,0,2023-02-06 08:26:00,Monday,0,WIN_94358,0
841.9,Restaurants,Western Cape,POS,0,6,Windows,0,2023-01-14 20:29:00,Saturday,1,WIN_51576,0
4044.08,Clothing,KwaZulu-Natal,POS,1,21,Windows,0,2023-02-07 17:16:00,Tuesday,0,WIN_29727,0
1932.91,Restaurants,Eastern Cape,EFT,0,10,iPhone,0,2023-02-05 17:03:00,Sunday,1,IPH_44579,0
3888.16,Online Store,KwaZulu-Natal,Online,0,23,Android,0,2023-01-25 23:06:00,Wednesday,0,AND_26555,0
4566.91,Fuel,Limpopo,ATM Withdrawal,0,0,Android,0,2023-01-24 00:47:00,Tuesday,0,AND_63294,0
5811.6,Fuel,Gauteng,ATM Withdrawal,1,6,Android,0,2023-01-15 22:53:00,Sunday,1,AND_59777,0
1460.82,Clothing,Eastern Cape,EFT,1,11,iPhone,0,2023-01-02 08:45:00,Monday,0,IPH_15906,0
96.75,Online Store,Eastern Cape,EFT,1,6,iPhone,1,2023-01-06 14:20:00,Friday,0,IPH_50751,0
975.46,Electronics,Limpopo,Online,0,22,Unknown,0,2023-01-30 21:22:00,Monday,0,UNK_79599,0
6302.13,Electronics,KwaZulu-Natal,Online,0,6,Windows,0,2023-01-19 22:53:00,Thursday,0,WIN_84180,0
6119.75,Restaurants,Gauteng,Online,1,9,Windows,1,2023-01-07 11:28:00,Saturday,1,WIN_83678,0
4189.94,Groceries,KwaZulu-Natal,POS,1,15,Android,0,2023-01-11 22:08:00,Wednesday,0,AND_41644,0
4211.61,Electronics,Western Cape,POS,1,7,iPhone,0,2023-02-07 13:16:00,Tuesday,0,IPH_43521,0
4661.96,Groceries,KwaZulu-Natal,EFT,0,8,iPhone,0,2023-01-15 23:10:00,Sunday,1,IPH_21564,0
1244.09,Fuel,Eastern Cape,POS,1,8,Android,0,2023-02-06 01:34:00,Monday,0,AND_80640,0
6402.6,Groceries,Gauteng,Online,1,1,Android,0,2023-01-13 13:21:00,Friday,0,AND_37299,0
2943.02,Fuel,KwaZulu-Natal,Online,1,12,Unknown,0,2023-01-22 21:29:00,Sunday,1,UNK_57958,0
2694.31,Online Store,Gauteng,POS,1,12,Windows,0,2023-01-02 11:08:00,Monday,0,WIN_66078,0
3642.05,Online Store,Gauteng,ATM Withdrawal,0,22,Windows,0,2023-01-22 02:31:00,Sunday,1,WIN_23421,0
347.82,Clothing,Western Cape,EFT,1,22,Windows,0,2023-01-26 15:20:00,Thursday,0,WIN_98747,0
1180.66,Clothing,Western Cape,ATM Withdrawal,1,3,Unknown,0,2023-01-10 20:41:00,Tuesday,0,UNK_21202,0
5171.47,Restaurants,Eastern Cape,EFT,1,23,Android,0,2023-01-24 09:55:00,Tuesday,0,AND_52185,0
597.93,Electronics,Limpopo,ATM Withdrawal,1,11,Android,0,2023-01-27 02:55:00,Friday,0,AND_13685,0
4230.0,Restaurants,Gauteng,POS,1,16,Windows,0,2023-01-28 17:06:00,Saturday,1,WIN_52637,0
1732.54,Fuel,Limpopo,EFT,1,1,Windows,0,2023-02-01 06:29:00,Wednesday,0,WIN_28366,0
2737.28,Restaurants,Eastern Cape,EFT,0,12,Unknown,0,2023-01-13 22:52:00,Friday,0,UNK_34276,0
2035.08,Groceries,Gauteng,EFT,0,17,iPhone,0,2023-01-24 02:16:00,Tuesday,0,IPH_90946,0
2502.6,Fuel,Gauteng,Online,1,14,iPhone,0,2023-02-09 11:31:00,Thursday,0,IPH_58239,0
5038.94,Clothing,Mpumalanga,Online,1,7,Windows,0,2023-02-06 05:14:00,Monday,0,WIN_85214,0
2093.91,Online Store,Limpopo,ATM Withdrawal,1,14,Unknown,0,2023-02-08 09:59:00,Wednesday,0,UNK_34575,0
3973.5,Clothing,KwaZulu-Natal,POS,0,0,Windows,0,2023-01-16 23:41:00,Monday,0,WIN_51401,0
3342.83,Electronics,Western Cape,Online,1,19,iPhone,0,2023-02-01 21:58:00,Wednesday,0,IPH_51230,0
4652.42,Fuel,KwaZulu-Natal,EFT,1,9,Windows,0,2023-01-26 07:26:00,Thursday,0,WIN_89424,0
6559.07,Fuel,Limpopo,Online,0,11,iPhone,0,2023-01-04 23:10:00,Wednesday,0,IPH_92263,0
5133.35,Groceries,Western Cape,POS,1,4,iPhone,0,2023-02-03 11:45:00,Friday,0,IPH_78617,1
1520.28,Electronics,KwaZulu-Natal,Online,0,8,iPhone,0,2023-01-28 16:03:00,Saturday,1,IPH_33021,0
237.66,Online Store,Mpumalanga,EFT,0,22,Android,0,2023-01-09 14:44:00,Monday,0,AND_19449,0
1850.6,Fuel,Western Cape,ATM Withdrawal,1,7,Android,0,2023-01-04 20:41:00,Wednesday,0,AND_25657,0
4173.64,Fuel,Gauteng,EFT,1,15,Windows,0,2023-02-04 03:35:00,Saturday,1,WIN_45059,1
378.95,Groceries,KwaZulu-Natal,POS,1,13,iPhone,0,2023-01-04 20:05:00,Wednesday,0,IPH_11532,0
3484.64,Restaurants,Western Cape,ATM Withdrawal,1,12,Android,0,2023-01-05 08:09:00,Thursday,0,AND_60805,0
4185.96,Online Store,Mpumalanga,Online,1,22,Windows,0,2023-01-18 19:46:00,Wednesday,0,WIN_91551,0
2353.02,Clothing,Western Cape,Online,1,20,Windows,1,2023-01-07 02:14:00,Saturday,1,WIN_47756,0
5400.97,Electronics,Western Cape,Online,1,12,Windows,0,2023-02-07 09:43:00,Tuesday,0,WIN_81880,0
764.06,Fuel,Mpumalanga,ATM Withdrawal,1,4,Windows,0,2023-01-20 14:29:00,Friday,0,WIN_84642,0
544.46,Fuel,KwaZulu-Natal,EFT,0,15,Windows,0,2023-01-24 14:32:00,Tuesday,0,WIN_44206,0
5102.76,Clothing,Eastern Cape,ATM Withdrawal,1,10,Unknown,0,2023-02-08 02:26:00,Wednesday,0,UNK_62168,0
3478.53,Online Store,KwaZulu-Natal,ATM Withdrawal,0,21,iPhone,0,2023-01-23 02:01:00,Monday,0,IPH_85188,0
4825.05,Restaurants,Limpopo,POS,0,4,Windows,0,2023-01-15 23:15:00,Sunday,1,WIN_34550,0
3055.09,Fuel,Mpumalanga,ATM Withdrawal,1,12,Unknown,0,2023-02-02 22:07:00,Thursday,0,UNK_16389,0
1739.89,Online Store,KwaZulu-Natal,Online,1,10,iPhone,0,2023-01-19 14:42:00,Thursday,0,IPH_97897,0
5737.33,Clothing,Western Cape,EFT,1,18,Android,0,2023-01-14 14:12:00,Saturday,1,AND_45847,0
5599.92,Groceries,Mpumalanga,EFT,1,2,Windows,0,2023-01-31 00:33:00,Tuesday,0,WIN_89239,0
4868.98,Restaurants,Gauteng,EFT,1,14,Unknown,0,2023-02-03 05:40:00,Friday,0,UNK_28642,0
1919.57,Electronics,KwaZulu-Natal,Online,0,6,Android,0,2023-02-02 20:49:00,Thursday,0,AND_46509,0
4139.81,Fuel,Mpumalanga,Online,0,6,Unknown,0,2023-02-10 11:12:00,Friday,0,UNK_89417,0
2539.6,Online Store,KwaZulu-Natal,Online,0,5,iPhone,0,2023-02-02 17:28:00,Thursday,0,IPH_59237,0
659.24,Groceries,Mpumalanga,Online,1,2,iPhone,0,2023-02-02 01:53:00,Thursday,0,IPH_25414,1
6422.85,Electronics,Western Cape,Online,0,12,Android,0,2023-02-05 16:25:00,Sunday,1,AND_73176,0
974.99,Online Store,Gauteng,ATM Withdrawal,1,6,Unknown,0,2023-01-01 16:47:00,Sunday,1,UNK_89865,0
6652.66,Online Store,Gauteng,Online,1,4,Windows,1,2023-01-16 12:18:00,Monday,0,WIN_72059,0
3133.12,Electronics,Limpopo,Online,0,22,Windows,0,2023-01-31 21:14:00,Tuesday,0,WIN_59150,0
1312.23,Groceries,Mpumalanga,Online,1,17,Android,0,2023-01-26 06:23:00,Thursday,0,AND_98367,0
3802.47,Clothing,KwaZulu-Natal,Online,1,21,Android,0,2023-01-08 23:28:00,Sunday,1,AND_51091,0
6113.16,Groceries,Gauteng,EFT,0,7,Android,1,2023-01-14 03:58:00,Saturday,1,AND_83124,0
5130.93,Restaurants,Gauteng,Online,1,16,Unknown,0,2023-01-15 12:53:00,Sunday,1,UNK_10903,0
5649.8,Fuel,Eastern Cape,ATM Withdrawal,1,19,Windows,0,2023-01-25 01:19:00,Wednesday,0,WIN_64235,0
4618.31,Electronics,Eastern Cape,ATM Withdrawal,1,0,Windows,0,2023-02-04 22:34:00,Saturday,1,WIN_68565,0
4852.09,Clothing,Gauteng,ATM Withdrawal,1,13,Windows,0,2023-02-09 03:13:00,Thursday,0,WIN_65342,0
5947.39,Electronics,Mpumalanga,POS,1,16,Android,0,2023-02-01 15:32:00,Wednesday,0,AND_52723,0
1762.68,Electronics,Limpopo,EFT,1,9,Windows,0,2023-02-05 12:19:00,Sunday,1,WIN_45572,0
3436.19,Groceries,Gauteng,Online,0,11,iPhone,0,2023-01-21 03:14:00,Saturday,1,IPH_27610,1
1564.04,Fuel,Western Cape,POS,1,15,Android,0,2023-01-17 19:56:00,Tuesday,0,AND_44052,0
6913.92,Restaurants,KwaZulu-Natal,Online,1,13,Windows,0,2023-01-17 23:15:00,Tuesday,0,WIN_97063,0
6609.53,Online Store,Limpopo,POS,0,15,Unknown,0,2023-01-27 05:54:00,Friday,0,UNK_47550,0
295.2,Online Store,Western Cape,POS,1,7,Android,0,2023-01-06 20:38:00,Friday,0,AND_64033,0
4944.91,Electronics,Limpopo,ATM Withdrawal,1,22,iPhone,0,2023-01-25 18:42:00,Wednesday,0,IPH_39011,0
6478.23,Fuel,Western Cape,ATM Withdrawal,1,9,iPhone,0,2023-01-29 08:46:00,Sunday,1,IPH_44764,0
1280.42,Clothing,KwaZulu-Natal,POS,1,16,Unknown,0,2023-01-19 23:25:00,Thursday,0,UNK_63533,0
3984.26,Groceries,KwaZulu-Natal,ATM Withdrawal,1,17,Unknown,0,2023-02-10 10:09:00,Friday,0,UNK_34064,0
6410.11,Fuel,Eastern Cape,POS,1,19,Android,0,2023-01-27 01:48:00,Friday,0,AND_59581,0
256.94,Fuel,Mpumalanga,EFT,1,15,Android,0,2023-01-10 21:25:00,Tuesday,0,AND_38702,0
4887.99,Groceries,Western Cape,ATM Withdrawal,1,16,iPhone,0,2023-01-21 17:39:00,Saturday,1,IPH_95701,0
2095.5,Electronics,Eastern Cape,ATM Withdrawal,1,15,Unknown,0,2023-01-29 23:06:00,Sunday,1,UNK_18631,0
6472.29,Fuel,Western Cape,ATM Withdrawal,1,18,Android,1,2023-01-15 06:16:00,Sunday,1,AND_97388,0
6797.99,Online Store,Eastern Cape,EFT,1,23,iPhone,0,2023-01-05 01:09:00,Thursday,0,IPH_80043,0
6610.98,Groceries,KwaZulu-Natal,POS,1,23,Unknown,0,2023-01-26 04:32:00,Thursday,0,UNK_76063,0
3330.02,Clothing,Limpopo,Online,1,7,iPhone,0,2023-02-10 12:27:00,Friday,0,IPH_38981,0
6037.06,Restaurants,Eastern Cape,ATM Withdrawal,1,5,Windows,1,2023-01-22 02:29:00,Sunday,1,WIN_45764,0
5914.95,Electronics,Western Cape,POS,0,5,Unknown,0,2023-02-08 20:10:00,Wednesday,0,UNK_60513,0
2247.32,Groceries,Western Cape,EFT,1,20,Android,0,2023-02-05 21:13:00,Sunday,1,AND_76198,0
5805.83,Restaurants,Mpumalanga,Online,1,8,Android,0,2023-01-07 22:18:00,Saturday,1,AND_34940,0
278.31,Restaurants,KwaZulu-Natal,ATM Withdrawal,0,3,Windows,0,2023-01-31 14:25:00,Tuesday,0,WIN_81792,0
4181.96,Clothing,Western Cape,EFT,1,11,Unknown,0,2023-01-20 02:39:00,Friday,0,UNK_38432,0
1625.46,Fuel,Gauteng,EFT,1,11,iPhone,0,2023-01-12 07:08:00,Thursday,0,IPH_18367,0
861.56,Clothing,Limpopo,Online,1,22,Android,0,2023-01-30 18:59:00,Monday,0,AND_35511,0
557.13,Fuel,Eastern Cape,POS,0,16,Windows,0,2023-02-02 04:20:00,Thursday,0,WIN_18573,0
4880.1,Fuel,Mpumalanga,ATM Withdrawal,1,14,Windows,0,2023-01-09 08:20:00,Monday,0,WIN_25582,0
2392.33,Groceries,Limpopo,ATM Withdrawal,1,8,Unknown,1,2023-02-09 12:50:00,Thursday,0,UNK_15378,0
5078.87,Groceries,KwaZulu-Natal,POS,0,6,Unknown,0,2023-02-02 15:14:00,Thursday,0,UNK_75296,0
476.19,Electronics,Mpumalanga,POS,1,9,Android,0,2023-02-10 09:59:00,Friday,0,AND_23500,0
2220.73,Fuel,Eastern Cape,POS,1,15,Windows,0,2023-01-15 05:15:00,Sunday,1,WIN_75841,0
3785.65,Restaurants,Eastern Cape,Online,0,11,iPhone,0,2023-02-10 17:57:00,Friday,0,IPH_31881,0
5539.25,Online Store,Gauteng,Online,1,6,Windows,0,2023-01-17 10:34:00,Tuesday,0,WIN_80233,0
2244.89,Electronics,KwaZulu-Natal,ATM Withdrawal,1,17,iPhone,1,2023-01-04 00:39:00,Wednesday,0,IPH_61542,0
4388.72,Groceries,Mpumalanga,Online,0,14,iPhone,1,2023-02-03 07:53:00,Friday,0,IPH_75285,0
6204.12,Clothing,Mpumalanga,EFT,0,5,Android,0,2023-01-31 19:37:00,Tuesday,0,AND_69547,0
4318.73,Electronics,Western Cape,ATM Withdrawal,0,11,Windows,0,2023-01-27 07:49:00,Friday,0,WIN_72151,0
1646.06,Electronics,Gauteng,Online,0,10,iPhone,0,2023-01-22 17:19:00,Sunday,1,IPH_17222,0
190.32,Electronics,Gauteng,POS,1,19,Unknown,0,2023-01-03 02:33:00,Tuesday,0,UNK_17933,0
6093.29,Electronics,Mpumalanga,EFT,1,2,iPhone,0,2023-01-28 13:08:00,Saturday,1,IPH_93385,0
168.46,Online Store,Mpumalanga,POS,0,1,Unknown,0,2023-01-19 15:27:00,Thursday,0,UNK_99772,0
6125.42,Clothing,Limpopo,ATM Withdrawal,0,5,Unknown,0,2023-01-25 19:54:00,Wednesday,0,UNK_88437,0
3711.98,Clothing,Limpopo,POS,0,23,Windows,0,2023-01-20 05:12:00,Friday,0,WIN_16940,0
6574.69,Clothing,Limpopo,Online,1,21,Unknown,0,2023-02-12 08:53:00,Sunday,1,UNK_94590,0
5595.51,Fuel,Gauteng,Online,0,4,iPhone,0,2023-01-27 19:04:00,Friday,0,IPH_69145,0
6985.58,Restaurants,Western Cape,ATM Withdrawal,1,17,Unknown,0,2023-02-03 02:06:00,Friday,0,UNK_53610,0
2467.97,Clothing,Eastern Cape,POS,1,15,Windows,0,2023-02-11 04:57:00,Saturday,1,WIN_67520,0
5374.97,Electronics,Limpopo,ATM Withdrawal,0,7,Android,0,2023-01-27 07:55:00,Friday,0,AND_14544,0
2825.48,Electronics,Western Cape,POS,1,19,iPhone,0,2023-01-02 06:09:00,Monday,0,IPH_64812,0
3369.53,Clothing,KwaZulu-Natal,EFT,1,21,iPhone,0,2023-01-03 05:18:00,Tuesday,0,IPH_81610,0
4399.99,Clothing,Limpopo,Online,1,10,Windows,0,2023-02-01 05:01:00,Wednesday,0,WIN_61500,0
6118.27,Electronics,Eastern Cape,ATM Withdrawal,1,9,Windows,0,2023-01-13 20:33:00,Friday,0,WIN_49618,1
6888.9,Fuel,KwaZulu-Natal,EFT,0,23,Windows,0,2023-01-26 22:09:00,Thursday,0,WIN_35444,0
5382.55,Groceries,KwaZulu-Natal,EFT,0,11,Windows,0,2023-01-10 12:56:00,Tuesday,0,WIN_95982,0
2936.01,Groceries,Eastern Cape,ATM Withdrawal,1,20,iPhone,1,2023-01-13 12:12:00,Friday,0,IPH_66586,0
2961.07,Clothing,Limpopo,ATM Withdrawal,0,5,Android,0,2023-01-23 17:43:00,Monday,0,AND_34789,0
5168.32,Online Store,Gauteng,EFT,0,19,Unknown,0,2023-02-13 07:24:00,Monday,0,UNK_11617,0
1686.66,Clothing,Eastern Cape,POS,0,4,Unknown,0,2023-01-28 15:45:00,Saturday,1,UNK_13333,0
791.11,Clothing,Eastern Cape,EFT,0,22,Android,0,2023-02-11 16:00:00,Saturday,1,AND_50002,0
2495.26,Groceries,Eastern Cape,ATM Withdrawal,1,8,Android,0,2023-02-12 17:20:00,Sunday,1,AND_73620,0
2024.93,Electronics,KwaZulu-Natal,EFT,0,15,Android,0,2023-01-10 20:34:00,Tuesday,0,AND_97688,0
2088.23,Clothing,Western Cape,POS,1,21,Windows,0,2023-01-15 09:15:00,Sunday,1,WIN_99627,0
1650.58,Electronics,Gauteng,Online,1,13,iPhone,1,2023-02-04 12:46:00,Saturday,1,IPH_10511,0
313.81,Electronics,Limpopo,Online,1,21,iPhone,0,2023-02-08 19:33:00,Wednesday,0,IPH_47850,0
144.76,Online Store,Limpopo,EFT,0,7,iPhone,0,2023-01-24 13:43:00,Tuesday,0,IPH_92172,0
6914.3,Electronics,Western Cape,POS,1,19,Windows,0,2023-02-14 10:50:00,Tuesday,0,WIN_96053,0
3005.86,Groceries,Eastern Cape,Online,0,18,iPhone,0,2023-01-02 06:08:00,Monday,0,IPH_41786,0
2702.6,Fuel,Gauteng,EFT,1,13,Windows,0,2023-01-14 22:55:00,Saturday,1,WIN_84356,0
4763.94,Fuel,Limpopo,EFT,1,6,iPhone,0,2023-01-29 05:54:00,Sunday,1,IPH_46244,0
1543.41,Restaurants,Mpumalanga,POS,1,4,Android,0,2023-01-22 11:25:00,Sunday,1,AND_84714,0
6650.73,Clothing,Limpopo,ATM Withdrawal,1,17,Unknown,0,2023-01-06 21:42:00,Friday,0,UNK_77261,0
5508.69,Groceries,Eastern Cape,EFT,1,1,Unknown,0,2023-01-18 00:35:00,Wednesday,0,UNK_28477,0
644.09,Electronics,Mpumalanga,ATM Withdrawal,1,10,Windows,0,2023-01-02 21:03:00,Monday,0,WIN_56533,0
2934.71,Fuel,Western Cape,ATM Withdrawal,1,21,iPhone,0,2023-01-30 05:53:00,Monday,0,IPH_44469,0
6156.25,Groceries,Gauteng,Online,1,7,Unknown,1,2023-02-10 08:46:00,Friday,0,UNK_18496,0
6614.23,Fuel,Western Cape,ATM Withdrawal,0,0,Android,1,2023-02-10 01:17:00,Friday,0,AND_22270,0
3282.46,Electronics,Western Cape,POS,1,21,Android,0,2023-02-01 20:26:00,Wednesday,0,AND_86008,0
4301.61,Fuel,Gauteng,Online,1,11,Android,0,2023-01-22 11:29:00,Sunday,1,AND_30724,1
1185.9,Clothing,Gauteng,Online,1,1,Windows,0,2023-01-24 13:25:00,Tuesday,0,WIN_40416,0
6938.36,Clothing,Limpopo,Online,1,17,Windows,1,2023-01-07 20:37:00,Saturday,1,WIN_45575,0
1637.07,Restaurants,Limpopo,EFT,1,6,iPhone,0,2023-01-16 23:19:00,Monday,0,IPH_91190,0
6600.27,Restaurants,Gauteng,EFT,0,16,Android,0,2023-01-10 03:22:00,Tuesday,0,AND_86614,0
4554.53,Fuel,Mpumalanga,ATM Withdrawal,1,21,iPhone,0,2023-02-07 11:10:00,Tuesday,0,IPH_83108,0
4262.0,Groceries,KwaZulu-Natal,Online,0,22,iPhone,0,2023-02-11 16:27:00,Saturday,1,IPH_27408,0
3598.57,Clothing,Limpopo,Online,1,13,Android,0,2023-01-25 19:17:00,Wednesday,0,AND_29359,0
1630.08,Groceries,KwaZulu-Natal,POS,0,23,iPhone,0,2023-02-03 09:08:00,Friday,0,IPH_18698,0
1252.17,Groceries,Mpumalanga,ATM Withdrawal,0,6,Unknown,1,2023-01-07 05:02:00,Saturday,1,UNK_80392,0
1558.99,Fuel,Gauteng,POS,1,21,Windows,0,2023-01-29 02:06:00,Sunday,1,WIN_49492,0
1321.34,Groceries,Mpumalanga,ATM Withdrawal,1,2,iPhone,0,2023-02-02 08:23:00,Thursday,0,IPH_84781,0
5461.5,Clothing,Limpopo,ATM Withdrawal,0,5,Android,0,2023-01-22 03:09:00,Sunday,1,AND_53634,0
2463.87,Electronics,Western Cape,EFT,1,19,Windows,0,2023-01-12 17:13:00,Thursday,0,WIN_52864,0
423.74,Restaurants,Gauteng,EFT,0,1,Windows,0,2023-02-10 07:21:00,Friday,0,WIN_47355,0
6784.34,Electronics,Eastern Cape,POS,0,16,iPhone,0,2023-02-04 06:39:00,Saturday,1,IPH_47690,0
6188.83,Groceries,KwaZulu-Natal,ATM Withdrawal,1,11,Unknown,0,2023-02-11 09:28:00,Saturday,1,UNK_47814,0
6495.71,Electronics,Mpumalanga,Online,1,11,iPhone,1,2023-02-07 18:02:00,Tuesday,0,IPH_41645,0
6964.46,Clothing,Gauteng,EFT,0,16,Unknown,0,2023-02-15 13:33:00,Wednesday,0,UNK_94814,0
1233.79,Clothing,Mpumalanga,Online,0,9,Windows,0,2023-01-10 11:13:00,Tuesday,0,WIN_82739,0
2785.77,Groceries,Gauteng,POS,0,2,iPhone,0,2023-01-05 16:46:00,Thursday,0,IPH_66630,0
5312.5,Fuel,Limpopo,EFT,0,19,Android,0,2023-01-17 01:17:00,Tuesday,0,AND_58171,0
4878.22,Electronics,Limpopo,EFT,1,17,iPhone,1,2023-01-07 15:01:00,Saturday,1,IPH_31658,0
1094.19,Fuel,Limpopo,ATM Withdrawal,1,12,Unknown,0,2023-01-25 12:57:00,Wednesday,0,UNK_25797,0
5714.52,Fuel,Mpumalanga,POS,0,11,Unknown,0,2023-01-30 13:27:00,Monday,0,UNK_68799,0
1586.6,Online Store,Eastern Cape,ATM Withdrawal,1,16,iPhone,0,2023-01-28 02:17:00,Saturday,1,IPH_62236,0
1582.25,Groceries,Limpopo,EFT,1,3,Unknown,0,2023-01-13 14:00:00,Friday,0,UNK_16265,0
3768.08,Restaurants,Gauteng,POS,0,22,Windows,0,2023-02-12 05:12:00,Sunday,1,WIN_82134,0
4158.72,Clothing,Limpopo,EFT,1,9,iPhone,0,2023-01-02 17:45:00,Monday,0,IPH_92678,0
4069.0,Clothing,Western Cape,POS,1,10,Unknown,0,2023-01-17 16:09:00,Tuesday,0,UNK_63494,0
658.58,Groceries,Limpopo,EFT,0,5,iPhone,0,2023-02-03 15:37:00,Friday,0,IPH_62268,0
6144.68,Restaurants,Mpumalanga,Online,0,5,iPhone,0,2023-02-05 20:59:00,Sunday,1,IPH_36998,0
1873.89,Clothing,Eastern Cape,Online,1,8,Android,0,2023-01-20 20:06:00,Friday,0,AND_71339,0
924.01,Groceries,Western Cape,ATM Withdrawal,1,14,iPhone,0,2023-01-02 13:15:00,Monday,0,IPH_24306,0
6223.46,Clothing,Mpumalanga,Online,0,1,Android,0,2023-01-30 03:20:00,Monday,0,AND_74006,0
6690.45,Fuel,Mpumalanga,EFT,0,3,Unknown,0,2023-01-04 16:14:00,Wednesday,0,UNK_57345,0
6037.65,Electronics,Mpumalanga,EFT,1,4,Android,0,2023-01-06 17:41:00,Friday,0,AND_21885,0
5670.42,Electronics,Gauteng,Online,1,16,Android,0,2023-01-31 16:46:00,Tuesday,0,AND_53826,0
4593.59,Clothing,Mpumalanga,ATM Withdrawal,1,7,Android,0,2023-01-16 04:06:00,Monday,0,AND_65597,0
3864.98,Online Store,Gauteng,Online,1,7,Windows,0,2023-01-17 19:45:00,Tuesday,0,WIN_17443,0
627.17,Restaurants,Mpumalanga,POS,0,21,Android,0,2023-01-24 05:46:00,Tuesday,0,AND_27084,0
